COND,trip_energy_Wh,trip_rows,trip_distance_km
1,337.2865894469747,2952,76.39999999999782
2,281.5288394052316,2667,75.79999999999927
3,376.5861280189346,2652,76.29999999999927
4,334.116255944471,3001,76.0
5,162.22617198320407,2828,68.90000000000146
6,301.2341497495879,3221,76.0
7,8481.645717927931,3163,76.20000000000073
8,7296.650452820203,2999,76.20000000000073
9,100.60173847310742,794,88.40000000000146
